country_txt,provstate,city,success,nkill,nkillter,nwound,nperpcap,nhostkid,date,weekday,ChefedeGovernoMilitar,eleicaonacionaldireta,CidadeOuCapital,TimeDifference_city_event,TimeDifference_country_event,TimeDifference_province_event,feriado_oucomemo,SP.POP.GROW,popgrow_higher_than_latam,country_population,tamanho_pais,tempo_rel_ultimo_atk_city_ano,ataque_ult_ano_provincia,ataque_ult_ano_pais
Colombia,antioquia,puerto valdivia,0,0,0,2,0,,2017-09-16 00:00:00,Saturday,0,0,0,7786,6,234,0,1.51228960592288,1,48351671,mais de 30mi,10 anos ou mais,0,0
Colombia,antioquia,la concha,1,0,0,0,0,,2018-01-12 00:00:00,Friday,0,1,0,17543,2,118,0,1.89558675057496,1,49276961,mais de 30mi,10 anos ou mais,0,0
Colombia,antioquia,socorro,0,0,0,0,0,,2018-02-11 00:00:00,Sunday,0,1,0,1866,0,30,0,1.89558675057496,1,49276961,mais de 30mi,2 a 9 anos,0,1
Colombia,antioquia,puerto valdivia,0,1,0,0,0,,2018-02-12 00:00:00,Monday,0,1,0,149,1,1,0,1.89558675057496,1,49276961,mais de 30mi,1 ano ou menos,1,1
Colombia,antioquia,puerto valdivia,0,2,0,1,0,,2018-07-13 00:00:00,Friday,0,1,0,151,3,151,0,1.89558675057496,1,49276961,mais de 30mi,1 ano ou menos,0,0
Colombia,antioquia,yarumal,0,3,0,3,4,,2018-09-20 00:00:00,Thursday,0,1,0,1485,13,69,0,1.89558675057496,1,49276961,mais de 30mi,2 a 9 anos,0,0
Colombia,antioquia,amaga,0,0,0,0,0,1,2018-09-27 00:00:00,Thursday,0,1,0,11796,7,7,0,1.89558675057496,1,49276961,mais de 30mi,10 anos ou mais,0,0
Colombia,antioquia,puerto raudal,0,0,0,0,0,,2018-12-08 00:00:00,Saturday,0,1,0,17873,3,72,1,1.89558675057496,1,49276961,mais de 30mi,10 anos ou mais,0,0
Colombia,antioquia,bello,0,,0,,0,1,2019-01-24 00:00:00,Thursday,0,0,0,7896,0,47,0,1.83074694246543,1,50187406,mais de 30mi,10 anos ou mais,0,1
Colombia,antioquia,medellin,0,1,0,0,0,,2019-02-02 00:00:00,Saturday,0,0,1,3437,1,9,0,1.83074694246543,1,50187406,mais de 30mi,10 anos ou mais,0,1
Colombia,antioquia,cucurucho,1,0,0,0,0,,2019-06-28 00:00:00,Friday,0,0,0,18075,1,146,0,1.83074694246543,1,50187406,mais de 30mi,10 anos ou mais,0,1
Colombia,antioquia,puerto claver,0,0,0,4,0,,2019-08-22 00:00:00,Thursday,0,0,0,13066,12,55,0,1.83074694246543,1,50187406,mais de 30mi,10 anos ou mais,0,0
Colombia,antioquia,ituango,0,0,0,0,0,3,2019-10-11 00:00:00,Friday,0,0,0,2428,16,50,0,1.83074694246543,1,50187406,mais de 30mi,2 a 9 anos,0,0
Colombia,antioquia,medellin,1,0,0,0,0,,2020-02-07 00:00:00,Friday,0,0,1,370,2,119,0,1.47010203160178,1,50930662,mais de 30mi,2 a 9 anos,0,0
Colombia,antioquia,coredo,0,0,0,0,0,,2020-05-23 00:00:00,Saturday,0,0,0,18405,2,106,0,1.47010203160178,1,50930662,mais de 30mi,10 anos ou mais,0,0
Colombia,antioquia,urrao,0,2,0,0,0,,2020-07-28 00:00:00,Tuesday,0,0,0,8283,0,66,0,1.47010203160178,1,50930662,mais de 30mi,10 anos ou mais,0,1
Colombia,antioquia,la cristalina,0,1,0,1,0,,2020-11-03 00:00:00,Tuesday,0,0,0,18569,2,98,0,1.47010203160178,1,50930662,mais de 30mi,10 anos ou mais,0,0
Colombia,antioquia,el bagre,0,1,0,1,0,,2020-12-08 00:00:00,Tuesday,0,0,0,11468,3,35,1,1.47010203160178,1,50930662,mais de 30mi,10 anos ou mais,0,0
Colombia,antioquia,travesias,0,2,0,0,0,2,2021-01-01 00:00:00,Friday,0,0,0,18628,19,24,1,1.14382091580962,1,51516562,mais de 30mi,10 anos ou mais,0,0
Colombia,antioquia,isla buenos aires,0,1,0,,0,2,2021-01-08 00:00:00,Friday,0,0,0,18635,7,7,0,1.14382091580962,1,51516562,mais de 30mi,10 anos ou mais,0,0
Colombia,antioquia,crucecitas,0,0,0,0,0,,2021-06-17 00:00:00,Thursday,0,0,0,18795,1,160,0,1.14382091580962,1,51516562,mais de 30mi,10 anos ou mais,0,1
Chile,antofagasta,cerro de la cruz,0,0,,0,,,1978-11-14 00:00:00,Tuesday,1,0,0,3239,234,3239,0,1.51884563784502,0,11137748,entre 8mi e 20mi,2 a 9 anos,0,0
Chile,antofagasta,antofagasta,0,0,,0,,,1979-06-11 00:00:00,Monday,1,0,0,3448,29,209,0,1.48458669591121,0,11304331,entre 8mi e 20mi,10 anos ou mais,0,0
Chile,antofagasta,antofagasta,0,0,0,0,,,1985-07-12 00:00:00,Friday,1,0,0,2223,1,2223,0,1.45983532243265,0,12326396,entre 8mi e 20mi,2 a 9 anos,0,1
Chile,antofagasta,antofagasta,0,0,0,0,,,1985-07-12 00:00:00,Friday,1,0,0,0,0,0,0,1.45983532243265,0,12326396,entre 8mi e 20mi,1 ano ou menos,1,1
Chile,antofagasta,calama,0,0,,0,,,1989-03-12 00:00:00,Sunday,1,1,0,7010,1,1339,0,1.61427036260872,0,13128619,entre 8mi e 20mi,10 anos ou mais,0,1
Venezuela,anzoategui,barcelona,0,0,,0,,,1992-06-15 00:00:00,Monday,0,0,0,8201,53,8201,0,2.3176484689717,1,20700461,entre 20mi e 30mi,10 anos ou mais,0,0
Venezuela,anzoategui,el tigre,1,0,0,2,0,,2012-02-06 00:00:00,Monday,1,1,0,15376,1075,7175,0,1.27810796850367,1,29470426,entre 20mi e 30mi,10 anos ou mais,0,0
Venezuela,apure,bruzual,0,0,,0,,1,1987-01-09 00:00:00,Friday,0,0,0,6217,23,6217,0,2.58532837371382,1,18328655,entre 8mi e 20mi,10 anos ou mais,0,0
Venezuela,apure,guasdilito,0,0,,0,,1,1987-05-14 00:00:00,Thursday,0,0,0,6342,69,125,0,2.58532837371382,1,18328655,entre 8mi e 20mi,10 anos ou mais,0,0
Venezuela,apure,guasdilito,0,0,,0,,1,1987-12-14 00:00:00,Monday,0,0,0,214,214,214,0,2.58532837371382,1,18328655,entre 8mi e 20mi,1 ano ou menos,0,0
Venezuela,apure,carabobo,0,0,,0,,1,1997-03-07 00:00:00,Friday,0,0,0,9927,275,3371,0,2.04108974598252,1,23037561,entre 20mi e 30mi,10 anos ou mais,0,0
Venezuela,apure,cutufi,0,0,,0,,2,1997-03-21 00:00:00,Friday,0,0,0,9941,14,14,0,2.04108974598252,1,23037561,entre 20mi e 30mi,10 anos ou mais,0,0
Venezuela,apure,guasdilito,0,0,,0,,,1997-10-01 00:00:00,Wednesday,0,0,0,3579,11,194,0,2.04108974598252,1,23037561,entre 20mi e 30mi,10 anos ou mais,0,0
Venezuela,apure,la primavera,1,0,0,0,0,,2021-05-29 00:00:00,Saturday,0,0,0,18776,40,8641,0,-1.02517870784193,0,28199867,entre 20mi e 30mi,10 anos ou mais,0,0
Peru,apurimac,abancay,0,0,,0,,,1981-12-01 00:00:00,Tuesday,0,0,0,4352,45,4352,0,2.48391657997361,1,17932344,entre 8mi e 20mi,10 anos ou mais,0,0
Peru,apurimac,andahuaylas,0,0,,0,,,1982-03-12 00:00:00,Friday,0,0,0,4453,1,101,0,2.43508579524966,1,18374372,entre 8mi e 20mi,10 anos ou mais,0,1
Peru,apurimac,andahuaylas,0,0,,4,,,1982-09-01 00:00:00,Wednesday,0,0,0,173,1,173,0,2.43508579524966,1,18374372,entre 8mi e 20mi,1 ano ou menos,0,1
Peru,apurimac,pomacocha,0,1,,0,,,1982-09-23 00:00:00,Thursday,0,0,0,4648,6,22,0,2.43508579524966,1,18374372,entre 8mi e 20mi,10 anos ou mais,0,0
Peru,apurimac,pomacocha,0,,,,,,1982-12-03 00:00:00,Friday,0,0,0,71,0,71,0,2.43508579524966,1,18374372,entre 8mi e 20mi,1 ano ou menos,0,1
Peru,apurimac,apurimac,0,,,,,,1983-01-17 00:00:00,Monday,0,0,0,4764,1,45,0,2.4330149256554,1,18826906,entre 8mi e 20mi,10 anos ou mais,0,1
Peru,apurimac,andahuaylas,0,6,,0,,,1983-05-12 00:00:00,Thursday,0,0,0,253,8,115,0,2.4330149256554,1,18826906,entre 8mi e 20mi,1 ano ou menos,0,0
Peru,apurimac,chiara,0,8,,0,,,1984-07-18 00:00:00,Wednesday,0,0,0,5312,1,433,0,2.40740717354434,1,19285646,entre 8mi e 20mi,10 anos ou mais,0,1
Peru,apurimac,tucumaya,0,,0,,,,1984-08-25 00:00:00,Saturday,0,0,0,5350,1,38,0,2.40740717354434,1,19285646,entre 8mi e 20mi,10 anos ou mais,0,1
Peru,apurimac,ocobamba,0,1,,0,,,1985-05-23 00:00:00,Thursday,0,1,0,5621,3,271,0,2.3620742408617,1,19746610,entre 8mi e 20mi,10 anos ou mais,0,0
Peru,apurimac,andahuaylas,0,15,,0,,,1985-06-17 00:00:00,Monday,0,1,0,767,1,25,0,2.3620742408617,1,19746610,entre 8mi e 20mi,2 a 9 anos,0,1
Peru,apurimac,andahuaylas,0,0,,0,,,1985-08-01 00:00:00,Thursday,0,1,0,45,5,45,0,2.3620742408617,1,19746610,entre 8mi e 20mi,1 ano ou menos,0,0
Peru,apurimac,huancaray,0,0,,3,,,1986-01-07 00:00:00,Tuesday,0,0,0,5850,1,159,0,2.31183594285629,1,20208437,entre 20mi e 30mi,10 anos ou mais,0,1
Peru,apurimac,andahuaylas,0,1,,0,,,1986-02-06 00:00:00,Thursday,0,0,0,5880,2,30,0,2.31183594285629,1,20208437,entre 20mi e 30mi,10 anos ou mais,0,0
Peru,apurimac,toraya,0,18,,0,,,1986-02-27 00:00:00,Thursday,0,0,0,5901,5,21,0,2.31183594285629,1,20208437,entre 20mi e 30mi,10 anos ou mais,0,0
Peru,apurimac,turpo,0,6,,1,,,1986-05-23 00:00:00,Friday,0,0,0,5986,0,85,0,2.31183594285629,1,20208437,entre 20mi e 30mi,10 anos ou mais,0,1
Peru,apurimac,casinchihua,0,2,,1,,,1987-07-07 00:00:00,Tuesday,0,0,0,6396,2,410,0,2.26489768953194,1,20671360,entre 20mi e 30mi,10 anos ou mais,0,0
Peru,apurimac,chalhuanca,0,0,,0,,,1987-08-02 00:00:00,Sunday,0,0,0,6422,16,26,0,2.26489768953194,1,20671360,entre 20mi e 30mi,10 anos ou mais,0,0
Peru,apurimac,apurimac,0,3,,0,,,1987-08-10 00:00:00,Monday,0,0,0,1666,1,8,0,2.26489768953194,1,20671360,entre 20mi e 30mi,2 a 9 anos,0,1
Peru,apurimac,cavira,0,0,,0,,,1987-08-11 00:00:00,Tuesday,0,0,0,6431,1,1,0,2.26489768953194,1,20671360,entre 20mi e 30mi,10 anos ou mais,1,1
Peru,apurimac,huaquirca,0,0,,0,,,1987-08-11 00:00:00,Tuesday,0,0,0,6431,0,0,0,2.26489768953194,1,20671360,entre 20mi e 30mi,10 anos ou mais,1,1
Peru,apurimac,grau,0,0,,0,,,1987-08-23 00:00:00,Sunday,0,0,0,6443,2,12,0,2.26489768953194,1,20671360,entre 20mi e 30mi,10 anos ou mais,0,0
Peru,apurimac,grau,0,0,,0,,,1987-08-23 00:00:00,Sunday,0,0,0,0,0,0,0,2.26489768953194,1,20671360,entre 20mi e 30mi,1 ano ou menos,1,1
Peru,apurimac,chuquibambilla,0,3,,4,,,1987-09-13 00:00:00,Sunday,0,0,0,6464,1,21,0,2.26489768953194,1,20671360,entre 20mi e 30mi,10 anos ou mais,0,1
Peru,apurimac,progreso,0,1,,0,,,1988-06-07 00:00:00,Tuesday,0,0,0,6732,0,268,0,2.25975036452914,1,21143799,entre 20mi e 30mi,10 anos ou mais,0,1
Peru,apurimac,chiara,0,1,,0,,,1989-02-21 00:00:00,Tuesday,0,0,0,1679,4,259,0,2.24715200247878,1,21624311,entre 20mi e 30mi,2 a 9 anos,0,0
Peru,apurimac,carhua,0,26,,0,,,1989-03-31 00:00:00,Friday,0,0,0,7029,4,38,0,2.24715200247878,1,21624311,entre 20mi e 30mi,10 anos ou mais,0,0
Peru,apurimac,llamacorral,0,0,,0,,,1989-06-26 00:00:00,Monday,0,0,0,7116,1,87,0,2.24715200247878,1,21624311,entre 20mi e 30mi,10 anos ou mais,0,1
Peru,apurimac,andahuaylas,0,2,,0,,,1990-01-12 00:00:00,Friday,0,1,0,1625,1,200,0,2.21710522088361,1,22109099,entre 20mi e 30mi,2 a 9 anos,0,1
Peru,apurimac,apurimac,0,8,,0,,,1991-07-23 00:00:00,Tuesday,0,0,0,1443,1,557,0,2.12084332741883,1,22583006,entre 20mi e 30mi,2 a 9 anos,0,1
Peru,apurimac,tambobamba,0,0,,0,,1,1991-09-23 00:00:00,Monday,0,0,0,7935,1,62,0,2.12084332741883,1,22583006,entre 20mi e 30mi,10 anos ou mais,0,1
Peru,apurimac,mara,0,1,0,0,0,,2015-03-18 00:00:00,Wednesday,0,0,0,16512,330,8577,0,1.17223066396866,1,30711863,mais de 30mi,10 anos ou mais,0,0
Venezuela,aragua,turmero,0,0,,0,,,1984-09-15 00:00:00,Saturday,0,0,0,5371,1409,5371,0,2.65168244728364,1,16953234,entre 8mi e 20mi,10 anos ou mais,0,0
Colombia,arauca,tame,0,0,,0,,,1981-08-14 00:00:00,Friday,0,0,0,4243,0,4243,0,2.30282810071568,1,26785982,entre 20mi e 30mi,10 anos ou mais,0,1
Colombia,arauca,tame,0,,,1,,1,1981-11-24 00:00:00,Tuesday,0,0,0,102,5,102,0,2.30282810071568,1,26785982,entre 20mi e 30mi,1 ano ou menos,0,0
Colombia,arauca,lipa,0,,,,,1,1981-12-25 00:00:00,Friday,0,0,0,4376,7,31,1,2.30282810071568,1,26785982,entre 20mi e 30mi,10 anos ou mais,0,0
Colombia,arauca,saravena,0,0,,0,,,1982-02-26 00:00:00,Friday,0,1,0,4439,8,63,0,2.28538665013336,1,27405194,entre 20mi e 30mi,10 anos ou mais,0,0
Colombia,arauca,arauca,0,,,,,,1982-03-17 00:00:00,Wednesday,0,1,0,4458,5,19,0,2.28538665013336,1,27405194,entre 20mi e 30mi,10 anos ou mais,0,0
Colombia,arauca,tame,0,2,,0,,,1983-01-15 00:00:00,Saturday,0,0,0,417,10,304,0,2.29825611583074,1,28042329,entre 20mi e 30mi,2 a 9 anos,0,0
Colombia,arauca,saravena,0,1,,0,,,1983-08-22 00:00:00,Monday,0,0,0,542,0,219,0,2.29825611583074,1,28042329,entre 20mi e 30mi,2 a 9 anos,0,1
Colombia,arauca,saravena,0,1,,1,,,1983-09-12 00:00:00,Monday,0,0,0,21,0,21,0,2.29825611583074,1,28042329,entre 20mi e 30mi,1 ano ou menos,0,1
Colombia,arauca,saravena,0,0,,0,,,1984-04-22 00:00:00,Sunday,0,0,0,223,1,223,1,2.2799770813467,1,28689032,entre 20mi e 30mi,1 ano ou menos,0,1
Colombia,arauca,saravena,0,,,,,,1984-06-15 00:00:00,Friday,0,0,0,54,0,54,0,2.2799770813467,1,28689032,entre 20mi e 30mi,1 ano ou menos,0,1
Colombia,arauca,betoyes,0,11,,25,,,1984-08-22 00:00:00,Wednesday,0,0,0,5347,11,68,0,2.2799770813467,1,28689032,entre 20mi e 30mi,10 anos ou mais,0,0
Colombia,arauca,cano limon,0,0,,0,,,1985-05-26 00:00:00,Sunday,0,0,0,5624,2,277,0,2.19684709234321,1,29326260,entre 20mi e 30mi,10 anos ou mais,0,0
Colombia,arauca,saravena,0,2,,0,,,1985-06-13 00:00:00,Thursday,0,0,0,363,2,18,0,2.19684709234321,1,29326260,entre 20mi e 30mi,1 ano ou menos,0,0
Colombia,arauca,tame,0,1,,0,,,1985-06-13 00:00:00,Thursday,0,0,0,880,0,0,0,2.19684709234321,1,29326260,entre 20mi e 30mi,2 a 9 anos,1,1
Colombia,arauca,tame,0,1,,0,,,1985-06-13 00:00:00,Thursday,0,0,0,5642,0,0,0,2.19684709234321,1,29326260,entre 20mi e 30mi,10 anos ou mais,1,1
Colombia,arauca,saravena,0,6,,0,,,1985-06-18 00:00:00,Tuesday,0,0,0,5,0,5,0,2.19684709234321,1,29326260,entre 20mi e 30mi,1 ano ou menos,0,1
Colombia,arauca,arauquita,0,2,,3,,,1985-07-10 00:00:00,Wednesday,0,0,0,5669,10,22,0,2.19684709234321,1,29326260,entre 20mi e 30mi,10 anos ou mais,0,0
Colombia,arauca,arauca,0,3,,0,,,1986-03-07 00:00:00,Friday,0,1,0,1451,3,240,0,2.13831694364723,1,29960101,entre 20mi e 30mi,2 a 9 anos,0,0
Colombia,arauca,tame,0,0,,0,,,1986-06-10 00:00:00,Tuesday,0,1,0,362,0,95,0,2.13831694364723,1,29960101,entre 20mi e 30mi,1 ano ou menos,0,1
Colombia,arauca,arauca,0,2,2,0,,,1986-07-14 00:00:00,Monday,0,1,0,129,6,34,0,2.13831694364723,1,29960101,entre 20mi e 30mi,1 ano ou menos,0,0
Colombia,arauca,arauca,0,2,2,0,,,1986-07-14 00:00:00,Monday,0,1,0,0,0,0,0,2.13831694364723,1,29960101,entre 20mi e 30mi,1 ano ou menos,1,1
Colombia,arauca,banadia,0,0,,0,,,1986-11-14 00:00:00,Friday,0,1,0,6161,3,123,0,2.13831694364723,1,29960101,entre 20mi e 30mi,10 anos ou mais,0,0
Colombia,arauca,tame,0,1,,0,,,1987-01-08 00:00:00,Thursday,0,0,0,212,14,55,0,2.12330820360553,1,30603048,mais de 30mi,1 ano ou menos,0,0
Colombia,arauca,arauca,0,0,,0,,1,1987-03-10 00:00:00,Tuesday,0,0,0,239,2,61,0,2.12330820360553,1,30603048,mais de 30mi,1 ano ou menos,0,0
Colombia,arauca,arauca,0,,,,,,1987-05-12 00:00:00,Tuesday,0,0,0,63,1,63,0,2.12330820360553,1,30603048,mais de 30mi,1 ano ou menos,0,1
Colombia,arauca,saravena,1,0,,1,,,1988-02-18 00:00:00,Thursday,0,0,0,975,1,282,0,2.11350051754997,1,31256727,mais de 30mi,2 a 9 anos,0,1
Colombia,arauca,arauca,1,0,,0,,,1988-06-21 00:00:00,Tuesday,0,0,0,406,2,124,0,2.11350051754997,1,31256727,mais de 30mi,2 a 9 anos,0,0
Colombia,arauca,saravena,0,0,,0,,,1988-07-24 00:00:00,Sunday,0,0,0,157,2,33,0,2.11350051754997,1,31256727,mais de 30mi,1 ano ou menos,0,0
Colombia,arauca,saravena,0,6,,0,,,1988-08-29 00:00:00,Monday,0,0,0,36,10,36,0,2.11350051754997,1,31256727,mais de 30mi,1 ano ou menos,0,0
Colombia,arauca,tame,0,1,,0,,,1990-03-10 00:00:00,Saturday,0,1,0,1157,4,558,0,2.10245993310484,1,32601393,mais de 30mi,2 a 9 anos,0,0
Colombia,arauca,manague,0,0,,0,,1,1991-08-05 00:00:00,Monday,0,0,0,7886,0,513,0,2.03800594708786,1,33272628,mais de 30mi,10 anos ou mais,0,1
Colombia,arauca,cano limon,0,0,,0,,,1992-04-16 00:00:00,Thursday,0,0,0,2517,4,255,1,1.98308677402728,1,33939039,mais de 30mi,2 a 9 anos,0,0
Colombia,arauca,cano limon,1,0,,0,,,1992-04-16 00:00:00,Thursday,0,0,0,0,0,0,1,1.98308677402728,1,33939039,mais de 30mi,1 ano ou menos,1,1
Colombia,arauca,arauquita,0,0,,0,,,1992-06-02 00:00:00,Tuesday,0,0,0,2519,1,47,0,1.98308677402728,1,33939039,mais de 30mi,2 a 9 anos,0,1
Colombia,arauca,fortul,0,3,,0,,,1992-07-03 00:00:00,Friday,0,0,0,8219,0,31,0,1.98308677402728,1,33939039,mais de 30mi,10 anos ou mais,0,1
Colombia,arauca,arauca,0,0,,0,,,1992-10-22 00:00:00,Thursday,0,0,0,8330,0,111,0,1.98308677402728,1,33939039,mais de 30mi,10 anos ou mais,0,1
Colombia,arauca,saravena,0,0,,0,,,1992-11-08 00:00:00,Sunday,0,0,0,8347,1,17,0,1.98308677402728,1,33939039,mais de 30mi,10 anos ou mais,0,1
Colombia,arauca,saravena,0,0,,0,,,1992-11-29 00:00:00,Sunday,0,0,0,21,4,21,0,1.98308677402728,1,33939039,mais de 30mi,1 ano ou menos,0,0
Colombia,arauca,banadia,0,0,,0,,,1992-11-30 00:00:00,Monday,0,0,0,2208,1,1,0,1.98308677402728,1,33939039,mais de 30mi,2 a 9 anos,1,1
Colombia,arauca,arauca,0,0,,0,,,1994-06-05 00:00:00,Sunday,0,1,0,2175,10,552,0,1.94749136422042,1,35295461,mais de 30mi,2 a 9 anos,0,0
Colombia,arauca,saravena,0,0,,0,,,1994-07-29 00:00:00,Friday,0,1,0,607,7,54,0,1.94749136422042,1,35295461,mais de 30mi,2 a 9 anos,0,0
Colombia,arauca,saravena,0,0,,0,,5,1995-05-30 00:00:00,Tuesday,0,0,0,305,0,305,0,1.89336934967888,1,35970101,mais de 30mi,1 ano ou menos,0,1
Colombia,arauca,arauquita,0,0,,0,,,1996-01-08 00:00:00,Monday,0,0,0,9503,39,223,1,1.82497516949853,1,36632573,mais de 30mi,10 anos ou mais,0,0
Colombia,arauca,arauquita,0,0,,0,,,1996-01-08 00:00:00,Monday,0,0,0,0,0,0,1,1.82497516949853,1,36632573,mais de 30mi,1 ano ou menos,1,1
Colombia,arauca,arauca,0,,,,,,1997-01-28 00:00:00,Tuesday,0,0,0,968,1,386,0,1.78395611076054,1,37291946,mais de 30mi,2 a 9 anos,0,1
Colombia,arauca,saravena,0,3,,7,,,1997-03-16 00:00:00,Sunday,0,0,0,3121,0,47,0,1.78395611076054,1,37291946,mais de 30mi,2 a 9 anos,0,1
Colombia,arauca,arauca,1,1,,1,,,1997-04-28 00:00:00,Monday,0,0,0,90,2,43,0,1.78395611076054,1,37291946,mais de 30mi,1 ano ou menos,0,0
Colombia,arauca,arauquita,0,0,,0,,,1997-07-06 00:00:00,Sunday,0,0,0,545,2,69,0,1.78395611076054,1,37291946,mais de 30mi,2 a 9 anos,0,0
Colombia,arauca,arauquita,0,0,,0,,,1997-07-10 00:00:00,Thursday,0,0,0,4,2,4,0,1.78395611076054,1,37291946,mais de 30mi,1 ano ou menos,0,0
Colombia,arauca,banadia,0,0,,0,,,1997-10-11 00:00:00,Saturday,0,0,0,1776,3,93,0,1.78395611076054,1,37291946,mais de 30mi,2 a 9 anos,0,0
Colombia,arauca,arauquita,0,0,,0,,,1997-12-17 00:00:00,Wednesday,0,0,0,160,6,67,0,1.78395611076054,1,37291946,mais de 30mi,1 ano ou menos,0,0
Colombia,arauca,saravena,0,0,0,0,,,1998-07-28 00:00:00,Tuesday,0,1,0,499,68,223,0,1.73449209300479,1,37944414,mais de 30mi,2 a 9 anos,0,0
Colombia,arauca,saravena,0,0,0,0,0,,1998-08-04 00:00:00,Tuesday,0,1,0,1162,0,7,0,1.73449209300479,1,37944414,mais de 30mi,2 a 9 anos,0,1
Colombia,arauca,cano limon,0,0,0,0,0,,1998-09-17 00:00:00,Thursday,0,1,0,2345,0,44,0,1.73449209300479,1,37944414,mais de 30mi,2 a 9 anos,0,1
Colombia,arauca,arauca,0,0,0,0,0,,1999-04-15 00:00:00,Thursday,0,0,0,717,3,210,0,1.6742155832136,1,38585033,mais de 30mi,2 a 9 anos,0,0
Colombia,arauca,cano limon,0,0,0,0,0,,2000-09-13 00:00:00,Wednesday,0,0,0,727,2,517,0,1.61983140551157,1,39215135,mais de 30mi,2 a 9 anos,0,0
Colombia,arauca,arauca,0,0,0,13,,,2002-01-30 00:00:00,Wednesday,0,1,0,1021,2,504,0,1.53486691614177,1,40454050,mais de 30mi,2 a 9 anos,0,0
Colombia,arauca,arauca,0,0,0,0,,,2002-02-10 00:00:00,Sunday,0,1,0,11,11,11,0,1.53486691614177,1,40454050,mais de 30mi,1 ano ou menos,0,0
Colombia,arauca,arauca,0,0,0,0,,,2002-02-27 00:00:00,Wednesday,0,1,0,17,4,17,0,1.53486691614177,1,40454050,mais de 30mi,1 ano ou menos,0,0
Colombia,arauca,cravo norte,0,0,0,0,0,1,2002-04-03 00:00:00,Wednesday,0,1,0,11780,22,35,0,1.53486691614177,1,40454050,mais de 30mi,10 anos ou mais,0,0
Colombia,arauca,saravena,0,0,0,0,0,4,2002-04-03 00:00:00,Wednesday,0,1,0,1345,0,0,0,1.53486691614177,1,40454050,mais de 30mi,2 a 9 anos,1,1
Colombia,arauca,tame,0,0,0,2,1,,2003-01-11 00:00:00,Saturday,0,0,0,4690,10,283,0,1.48113157054236,1,41057687,mais de 30mi,10 anos ou mais,0,0
Colombia,arauca,tame,0,3,0,38,0,,2004-05-05 00:00:00,Wednesday,0,0,0,480,2,480,0,1.42817053070487,1,41648268,mais de 30mi,2 a 9 anos,0,0
Colombia,arauca,arauca,0,1,0,12,0,,2005-08-06 00:00:00,Saturday,0,0,0,1256,3,458,0,1.36565233876962,1,42220940,mais de 30mi,2 a 9 anos,0,0
Colombia,arauca,arauca,1,4,0,2,,,2008-01-26 00:00:00,Saturday,0,0,0,903,2,903,0,1.16787354604705,1,43815313,mais de 30mi,2 a 9 anos,0,0
Colombia,arauca,arauca,0,1,0,0,1,,2008-02-15 00:00:00,Friday,0,0,0,20,16,20,0,1.16787354604705,1,43815313,mais de 30mi,1 ano ou menos,0,0
Colombia,arauca,la ceiba,1,0,0,0,0,,2008-09-23 00:00:00,Tuesday,0,0,0,7005,3,221,0,1.16787354604705,1,43815313,mais de 30mi,10 anos ou mais,0,0
Colombia,arauca,arauca,0,0,0,0,0,,2008-11-21 00:00:00,Friday,0,0,0,280,6,59,0,1.16787354604705,1,43815313,mais de 30mi,1 ano ou menos,0,0
Colombia,arauca,fortul,0,9,0,0,0,,2008-12-05 00:00:00,Friday,0,0,0,5999,1,14,0,1.16787354604705,1,43815313,mais de 30mi,10 anos ou mais,0,1
Colombia,arauca,arauquita,0,0,0,0,0,,2009-05-20 00:00:00,Wednesday,0,0,0,6196,5,166,0,1.13154130595269,1,44313917,mais de 30mi,10 anos ou mais,0,0
Colombia,arauca,arauca,0,0,0,0,0,,2009-07-04 00:00:00,Saturday,0,0,0,225,2,45,0,1.13154130595269,1,44313917,mais de 30mi,1 ano ou menos,0,0
Colombia,arauca,tame,0,1,0,0,1,,2009-07-20 00:00:00,Monday,0,0,0,1902,3,16,1,1.13154130595269,1,44313917,mais de 30mi,2 a 9 anos,0,0
Colombia,arauca,arauca,1,0,0,0,0,,2009-10-31 00:00:00,Saturday,0,0,0,6218,3,103,0,1.13154130595269,1,44313917,mais de 30mi,10 anos ou mais,0,0
Colombia,arauca,arauquita,1,0,0,0,0,,2010-02-26 00:00:00,Friday,0,1,0,4454,4,118,0,1.12688471543895,1,44816108,mais de 30mi,10 anos ou mais,0,0
Colombia,arauca,saravena,0,0,0,0,0,3,2010-03-11 00:00:00,Thursday,0,1,0,2899,4,13,0,1.12688471543895,1,44816108,mais de 30mi,2 a 9 anos,0,0
Colombia,arauca,panama de arauca,1,0,0,0,0,,2010-03-12 00:00:00,Friday,0,1,0,14680,1,1,0,1.12688471543895,1,44816108,mais de 30mi,10 anos ou mais,1,1
Colombia,arauca,filipinas,1,0,0,0,0,,2010-05-04 00:00:00,Tuesday,0,1,0,14733,8,53,0,1.12688471543895,1,44816108,mais de 30mi,10 anos ou mais,0,0
Colombia,arauca,saravena,0,1,0,0,0,,2010-05-08 00:00:00,Saturday,0,1,0,58,2,4,0,1.12688471543895,1,44816108,mais de 30mi,1 ano ou menos,0,0
Colombia,arauca,arauquita,0,11,0,0,0,,2010-06-01 00:00:00,Tuesday,0,1,0,377,1,24,0,1.12688471543895,1,44816108,mais de 30mi,2 a 9 anos,0,1
Colombia,arauca,arauquita,1,0,0,0,0,,2010-07-11 00:00:00,Sunday,0,1,0,135,1,40,0,1.12688471543895,1,44816108,mais de 30mi,1 ano ou menos,0,1
